,team1_home,team1_bat,csk,dch,dca,dd,gl,kxip,kt,kkr,mi,pw,rr,rps,rcb,srh,team1_win_percentage,team2_win_percentage,team1_win
186,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8144535194083273,0.5802288037691593,1
187,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.7439651465471575,0.6682184229150424,0
188,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7035445979201052,0.7106511090102072,1
189,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6703349124158345,0.7420586939026154,1
190,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.7284116862935497,0.6851397049295764,0
191,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5331903258521585,0.8459953170187582,0
192,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8091371159756836,0.5876198835561582,1
193,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7510987616718574,0.6601898592185451,0
194,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.6219125841667853,0.7830866731435233,0
195,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.8253993108055349,0.5645493580916978,1
196,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7534911922561801,0.6574580010862748,1
197,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7083168378009853,0.7058946502755301,1
198,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.8580227518088446,0.5136116795579884,1
199,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.494366991708501,0.8692532873156632,1
200,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.6695472013857222,0.7427695100881209,0
201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.669007108107651,0.7432560052239322,0
202,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.516926279394683,0.856029918677595,1
203,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.7660237798647592,0.6428122343901886,1
204,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6292333273695964,0.7772164561609503,0
205,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7058946502755301,0.7083168378009853,1
206,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.8580227518088446,0.5136116795579884,1
207,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.6205489369479182,0.7841677223992383,0
208,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5584386060937472,0.8295458535994696,1
209,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.8084531990100555,0.5885604684400809,1
210,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6948828529168973,0.7191229524372542,1
211,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7671537031853778,0.6414633237286145,0
212,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.655524145942862,0.7551742143941894,1
213,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7676591723222937,0.6408583268940578,0
214,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.8176313371929237,0.5757421266852994,0
215,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.841995503991129,0.5394845421870071,0
216,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.829063063955475,0.5591551090571916,0
217,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5570572676350319,0.8304740818201326,0
218,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8077331430484842,0.5895482759036931,1
219,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6408583268940578,0.7676591723222937,1
220,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.7725951487922619,0.6348989967409482,1
221,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7291406374480305,0.6843638877248562,0
222,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6428199106794924,0.7660173382071775,0
223,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7719302356170498,0.6357072528610997,0
224,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7720585123118734,0.6355514562698892,0
225,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.821406952996121,0.5703425440642038,1
226,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8144535194083273,0.5802288037691593,0
227,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5385495508923938,0.8425938412032223,0
228,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7035445979201052,0.7106511090102072,1
229,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.822786528217372,0.5683505335477427,0
230,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.7439651465471575,0.6682184229150424,1
231,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.841995503991129,0.5394845421870071,1
232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6408583268940578,0.7676591723222937,0
233,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7510987616718574,0.6601898592185451,1
234,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6843638877248562,0.7291406374480305,1
235,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5885604684400809,0.8084531990100555,0
236,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.4845598777351798,0.8747580950692985,0
237,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5052731195784231,0.8629594860892883,0
238,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8652018206350236,0.5014237824134795,0
239,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.7660237798647592,0.6428122343901886,1
240,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.7369584329984259,0.675938065234164,0
241,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5703425440642038,0.821406952996121,0
242,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8425938412032223,0.5385495508923938,0
243,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.8853979028379436,0.46483389898992045,0
244,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6301624483644956,0.7764633208795279,1
245,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5783551196102427,0.815785116081816,0
246,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.7088505630590621,0.7053586883641899,0
247,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7432560052239322,0.669007108107651,1
248,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.6287961743656217,0.7775701711763117,0
249,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5364853925621298,0.8439096062775073,0
250,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8144535194083273,0.5802288037691593,0
251,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9162186302165509,0.4006787012608823,0
252,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7035445979201052,0.7106511090102072,1
253,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.45140780936894326,0.8923177627060507,0
254,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.8127398478966602,0.582626758431943,1
255,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5876198835561582,0.8091371159756836,1
256,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6601898592185451,0.7510987616718574,1
257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6219203454236651,0.7830805092377854,0
258,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5570572676350319,0.8304740818201326,1
259,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.8169678632647617,0.5766831975986553,1
260,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7971355297944441,0.6038004199562393,0
261,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.927605743486044,0.37356068402831644,1
262,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5584386060937472,0.8295458535994696,0
263,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.41729321997684654,0.9087719012829102,0
264,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.7690393009359405,0.6392014968818206,1
265,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.8692532873156632,0.494366991708501,1
266,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8077331430484842,0.5895482759036931,0
267,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8723424999596214,0.4888952472301176,0
268,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.8554322343025862,0.5179147541015658,1
269,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.7841677223992383,0.6205489369479182,0
270,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.4704667448178567,0.8824177253548852,0
271,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8575392857303048,0.5144184808394414,1
272,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.7427695100881209,0.6695472013857222,1
273,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.5192878338278931,0.8545994065281898,0
274,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.8247552919180603,0.5654897951803862,1
275,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7083168378009853,0.7058946502755301,0
276,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.9278814144502365,0.3728754225178007,1
277,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.42386223583559773,0.9057266723644878,1
278,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.6635921652185571,0.7480945383175492,0
279,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6225235658215386,0.7826010541756487,0
280,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8472367120571759,0.5312155435814601,0
281,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.7725951487922619,0.6348989967409482,1
282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.8113079813297752,0.5846189865464557,0
283,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8752415354392695,0.4836861116901227,0
284,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8336485308966843,0.5522953258301213,1
285,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.8757413887427846,0.48278050917871473,0
286,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5757421266852994,0.8176313371929237,1
287,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6428199106794924,0.7660173382071775,0
288,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7719302356170498,0.6357072528610997,1
289,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.807391122257898,0.5900165893423102,0
290,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.829063063955475,0.5591551090571916,0
291,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5136116795579884,0.8580227518088446,1
292,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.6626837990359657,0.7488993139903786,1
293,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.895536891859039,0.4449872754579076,0
294,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6575342465753424,0.7534246575342466,0
295,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6292333273695964,0.7772164561609503,1
296,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7080978193620665,0.7061143520809403,1
297,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.4410132275410883,0.8975006034169515,0
298,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7066497479689956,0.7075635191948175,0
299,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.6355514562698892,0.7720585123118734,1
300,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8459953170187582,0.5331903258521585,0
301,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5683505335477427,0.822786528217372,0
302,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.669007108107651,0.7432560052239322,0
303,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.7284116862935497,0.6851397049295764,0
304,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6682184229150424,0.7439651465471575,0
305,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7432560052239322,0.669007108107651,1
306,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6948828529168973,0.7191229524372542,0
307,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.655524145942862,0.7551742143941894,0
308,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.45140780936894326,0.8923177627060507,1
309,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.6414633237286145,0.7671537031853778,1
310,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6574580010862748,0.7534911922561801,0
311,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.841995503991129,0.5394845421870071,1
312,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5783551196102427,0.815785116081816,1
313,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5014237824134795,0.8652018206350236,1
314,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5136116795579884,0.8580227518088446,0
315,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.829063063955475,0.5591551090571916,1
316,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8830379312118819,0.46930162160495426,0
317,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7066497479689956,0.7075635191948175,1
318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.669007108107651,0.7432560052239322,0
319,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4836861116901227,0.8752415354392695,0
320,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8144535194083273,0.5802288037691593,0
321,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7035445979201052,0.7106511090102072,0
322,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9087719012829102,0.41729321997684654,0
323,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.7841677223992383,0.6205489369479182,1
324,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.8130303898555791,0.5822212510474735,1
325,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.7725951487922619,0.6348989967409482,0
326,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.6219125841667853,0.7830866731435233,0
327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.4888952472301176,0.8723424999596214,0
328,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5645493580916978,0.8253993108055349,0
329,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.6635921652185571,0.7480945383175492,0
330,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.927605743486044,0.37356068402831644,1
331,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6292333273695964,0.7772164561609503,0
332,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7083168378009853,0.7058946502755301,0
333,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5535169073889141,0.8328379393583196,1
334,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.7427695100881209,0.6695472013857222,0
335,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.6428122343901886,0.7660237798647592,0
336,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7660173382071775,0.6428199106794924,0
337,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5364853925621298,0.8439096062775073,0
338,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5757421266852994,0.8176313371929237,0
339,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.7534246575342466,0.6575342465753424,1
340,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5052731195784231,0.8629594860892883,1
341,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6703349124158345,0.7420586939026154,1
342,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6219203454236651,0.7830805092377854,1
343,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.516926279394683,0.856029918677595,1
344,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5136116795579884,0.8580227518088446,0
345,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6843638877248562,0.7291406374480305,0
346,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.7534246575342466,0.6575342465753424,1
347,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.675938065234164,0.7369584329984259,0
348,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6225235658215386,0.7826010541756487,0
349,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.9278814144502365,0.3728754225178007,1
350,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8575392857303048,0.5144184808394414,1
351,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.8712595002521756,0.49082265964432537,1
352,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8091371159756836,0.5876198835561582,1
353,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7510987616718574,0.6601898592185451,0
354,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6408583268940578,0.7676591723222937,0
355,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.494366991708501,0.8692532873156632,0
356,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.4625660066950199,0.8865848461654547,0
357,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7775701711763117,0.6287961743656217,1
358,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.7439651465471575,0.6682184229150424,0
359,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5522953258301213,0.8336485308966843,0
360,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8644180401859185,0.5027737580673198,0
361,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.822786528217372,0.5683505335477427,1
362,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6357072528610997,0.7719302356170498,0
363,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.8824177253548852,0.4704667448178567,1
364,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.6355514562698892,0.7720585123118734,0
365,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5703425440642038,0.821406952996121,0
366,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5312155435814601,0.8472367120571759,0
367,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.8304740818201326,0.5570572676350319,0
368,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.7284116862935497,0.6851397049295764,1
369,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8425938412032223,0.5385495508923938,0
370,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8295458535994696,0.5584386060937472,0
371,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.8084531990100555,0.5885604684400809,0
